,Translated_Category,Translated_Resume;;;
Experience en Machine Learning, Deep Learning, NLP, Python, SQL, Web Crawling, HTML, CSS.- Experience - Moins d'un an moisDetails de l'entreprise;;;
entreprise - Solution technologique RNT.AI;;;
description - Classification de texte à l'aide d'algorithmes d'apprentissage automatique avec python.;;;
Connaissance pratique des algorithmes d'apprentissage profond tels que les reseaux de neurones recurrents (RNN).;;;
Developper des modeles de donnees et des algorithmes personnalises à appliquer à l'ensemble de donnees;;;
Experience avec les packages Python comme Pandas, Scikit-learn, Tensor Flow, Numpy, Matplotliv, NLTK.;;;
Confort avec SQL, MYSQL;;;
Analyse des sentiments.;;;
Â Appliquez Leave Dataset à l'aide d'une technique de classification telle que Tf--idf, LSA avec similarite cosinus à l'aide d'algorithmes d'apprentissage automatique.;;;
Exploration Web à l'aide du pilote Web Selenium et Beautiful Soup avec Python.;;;
entreprise - Societe d'assurance-vie de l'Inde Bhopal;;;
description - Ã¼Â Expliquer les caracteristiques de la politique et les avantages;;;
"Ã¼ Connaissance actualisee des produits d'assurance vie et partagee avec les clients""";;;
"9,Science des donnees,""Expertise â Analyse de donnees et quantitative â Analyse de decision â Modelisation predictive â Personnalisation basee sur les donnees â Tableaux de bord KPI â Requetes et interpretation Big Data â Outils d'exploration de donnees et de visualisation â Machine Algorithmes d'apprentissage â Business Intelligence (BI) â Recherche, rapports et previsions Details sur la formation";;;
 PGP en science des donnees Mumbai, Maharashtra Aegis School of data science & Business;;;
 ÊTRE. en Electronique et Communication Electronique et Communication Indore, Madhya Pradesh IES IPS Academy;;;
Scientifique des donnees;;;
;;;
Scientifique des donnees chez PR Canada;;;
Details des competences;;;
Algorithmes- Experience - 6 mois;;;
BI- Experience - 6 mois;;;
Business Intelligence - Experience - 6 mois;;;
Machine Learning - Experience - 24 mois;;;
Visualisation - Experience - 24 mois;;;
spark- Experience - 24 mois;;;
python- Experience - 36 mois;;;
tableau- Experience - 36 mois;;;
Analyse des donnees - Experience - 24 moisDetails de l'entreprise;;;
entreprise - Aegis ecole de Data Science & Business;;;
description - Travaille principalement sur un projet industriel visant à fournir une solution ainsi que sur des rendez-vous d'enseignement : Enseigner des cours de premier cycle et des cycles superieurs sur Spark et Machine Learning en tant que membre adjoint du corps professoral à l'Aegis School of Data Science, Mumbai (2017 à aujourd'hui);;;
entreprise - Aegis ecole de Data & Business;;;
description - Stagiaire en science des donnees, novembre 2015 à janvier 2016;;;
;;;
Fournissez à l’equipe de direction des informations, des analyses, des rapports et des recommandations permettant une planification strategique efficace dans toutes les unites commerciales, les canaux de distribution et les gammes de produits.;;;
;;;
â Chat Bot utilisant AWS LEX et Tensor flow Python;;;
L'objectif du projet cree un chatbot pour un etablissement universitaire ou une universite afin de gerer les requetes liees aux cours proposes par cet institut. L'objectif de cette tâche est de reduire les efforts humains ainsi que les erreurs commises par l'homme. Meme ainsi, les entreprises gerent leurs clients 24h/24 et 7j/7. Dans ce cas, les entreprises sont des institutions universitaires et les clients sont des participants ou des etudiants.;;;
â Web scraping à l'aide du pilote Web Selenium Python;;;
La tâche consiste à supprimer les donnees du portail de messagerie en ligne au format texte et à en trouver le modele.;;;
â Visualisation des donnees et informations sur les donnees Hadoop Eco System, Hive, PySpark, QlikSense;;;
Le but de ce projet est de creer une solution commerciale pour une entreprise de fournisseur de services Internet, comme le traitement des donnees generees quotidiennement, pour cela, nous devons visualiser ces donnees, trouver le modele d'utilisation et generer des rapports.;;;
â Detection de fraude basee sur l'image API Microsoft Face, PySpark, Open CV;;;
L'objectif principal du projet est de reconnaître la similarite d'un visage avec des images donnees de la base de donnees. La reconnaissance faciale consiste à reconnaître un visage special parmi un ensemble de visages differents. Le visage est extrait puis compare à l'image de la base de donnees. Si cette image reconnaît alors la personne qui a dejà demande un pret ailleurs et cache desormais son identite, c'est ainsi que nous allons empecher les fraudes dans la phase initiale elle-meme.;;;
â Analyse de desabonnement pour le fournisseur de services Internet R, Python, Machine Learning, Hadoop;;;
L’objectif est d’identifier le client susceptible de se desinscrire sur une periode de temps donnee ; nous devons faire semblant que le client propose des offres incitatives.;;
â Service d'analyse des sentiments Python, NLP, Apache Spark dans IBM Bluemix.;;;
Ce projet met fortement l'accent sur les donnees des tweets de Twitter qui ont ete prises par le fournisseur de services de reseaux mobiles pour effectuer une analyse des sentiments et analyser si l'opinion exprimee etait positive, negative ou neutre, capturer les emotions des tweets et une analyse comparative.;;;
;;;
Resultats quantifiables :;;;
â Encadre chaque annee 7 à 12 passionnes de science des donnees qui ont depuis tous poursuivi des etudes superieures en science des donnees et en analyse commerciale.;;;
â Examine et evalue 20 à 40 documents de recherche sur la science des donnees pour l'une des plus grandes conferences sur la science des donnees appelee Data Science Congress par Aegis School of Business Mumbai.;;;
â Direction d'une organisation fournissant des solutions appelee Data Science. Livre à l'ecole Aegis de Data Science de Mumbai et gestion de 4 à 5 projets en direct utilisant des techniques de science des donnees.;;;
â Travailler pour une cause sociale avec l'aide du Comite Data Science for Social Goods, où notre equipe a developpe un produit appele « Trouvons un enfant disparu » pour aider la societe.;;;
entreprise - IBM India pvt ltd;;;
"description - Travaille principalement sur blumix et IBM Watson for Data science.""";;;
"10,Science des donnees,""Competences * Langages de programmation : Python (pandas, numpy, scipy, scikit-learn, matplotlib), Sql, Java, JavaScript/JQuery. * Apprentissage automatique : regression, SVM, Naive Bayes, KNN, Random Forest, arbres de decision, techniques de boosting, analyse de cluster, integration de mots, analyse des sentiments, traitement du langage naturel, reduction de dimensionnalite, modelisation de sujets (LDA, NMF), PCA et Reseaux neuronaux. * Visualisations de bases de donnees : Mysql, SqlServer, Cassandra, Hbase, ElasticSearch D3.js, DC.js, Plotly, kibana, matplotlib, ggplot, Tableau. * Autres : Expression reguliere, HTML, CSS, Angular 6, Logstash, Kafka, Python Flask, Git, Docker, vision par ordinateur - CV ouvert et comprehension du Deep learning.Details de la formation";;;
;;;
Associe en assurance de la science des donnees;;;
;;;
Associe en assurance de la science des donnees - Ernst & Young LLP;;;
Details des competences;;;
JAVASCRIPT- Experience - 24 mois;;;
jQuery - Experience - 24 mois;;;
Python - Experience - 24 moisDetails de l'entreprise;;;
entreprise - Ernst & Young LLP;;;
description - Enquetes sur la fraude et assurance des services de reglement des litiges;;;
REVISION ASSISTEE PAR LA TECHNOLOGIE;;;
TAR (Technology Assisted Review) aide à accelerer le processus d'examen, à executer des analyses et à generer des rapports.;;;
* Membre principal d'une equipe aide à developper un outil de plateforme d'examen automatise à partir de zero pour aider le domaine de decouverte E, cet outil met en œuvre un codage predictif et une modelisation de sujet en automatisant les examens, ce qui entraîne une reduction des coûts de main-d'œuvre et du temps passe lors de l'examen des avocats.;;;
* Comprendre le flux de bout en bout de la solution, en effectuant des recherches et du developpement pour des modeles de classification, des analyses predictives et l'exploration des informations presentes dans les donnees textuelles. Travail sur l'analyse des resultats et le suivi de precision de l'ensemble de l'outil.;;;
* TAR aide au codage predictif et à la modelisation thematique à partir des preuves en suivant les normes EY. Developpement des modeles de classificateur afin d'identifier les « signaux d'alarme » et les problemes lies à la fraude.;;;
;;;
Outils et technologies : Python, scikit-learn, tfidf, word2vec, doc2vec, similarite cosinus, Naive Bayes, LDA, NMF pour la modelisation de sujets, Vader et text blob pour l'analyse des sentiments. Matplot lib, tableau de bord Tableau pour les rapports.;;;
;;;
PLUSIEURS PROJETS DE SCIENCE DES DONNEES ET D'ANALYSE (CLIENTS USA);;;
ANALYSE DE TEXTE - DONNEES D'EXAMEN DES CLIENTS DE VEHICULES AUTOMOBILES * Reçu des donnees d'enquete sur les commentaires des clients au cours de la derniere annee. Analyse des sentiments (positifs, negatifs et neutres) et des series chronologiques sur les commentaires des clients dans les 4 categories.;;;
* Creation d'une carte thermique des termes par categorie d'enquete en fonction de la frequence des mots * Extrait des mots positifs et negatifs dans toutes les categories d'enquete et trace d'un nuage de mots.;;;
* Creation de tableaux de bord personnalises pour des rapports et des visualisations efficaces.;;;
CHATBOT * Developpement d'un chatbot convivial pour l'un de nos produits qui traite des questions simples sur les heures d'ouverture, les options de reservation, etc.;;;
* Ce chatbot repond à l'ensemble des questions liees aux produits. Donner un aperçu de l'outil via la plate-forme d'assurance qualite et donner egalement des reponses recommandees afin que la question de l'utilisateur puisse creer une chaîne de reponses pertinentes.;;;
* Celui-ci dispose egalement de l'intelligence necessaire pour creer un pipeline de questions selon les besoins de l'utilisateur et pose les questions pertinentes/recommandees.;;;
;;;
Outils et technologies : Python, traitement du langage naturel, NLTK, spacy, modelisation de sujets, analyse des sentiments, integration de mots, scikit-learn, JavaScript/JQuery, SqlServer;;;
;;;
GOUVERNANCE DE L'INFORMATION;;;
Les organisations doivent prendre des decisions eclairees sur toutes les informations qu’elles stockent. Le portefeuille integre de gouvernance de l'information synthetise les renseignements provenant de sources de donnees non structurees et facilite l'action pour garantir que les organisations sont les mieux placees pour contrer les risques lies à l'information.;;;
* Analysez les donnees de plusieurs sources de formats et analysez differents formats de fichiers, extrayez les informations de metadonnees, poussez les resultats pour l'indexation de la recherche elastique et creez des tableaux de bord interactifs personnalises à l'aide de Kibana.;;;
* Effectuer une analyse ROT sur les donnees qui fournissent des informations sur les donnees permettant d'identifier le contenu redondant, obsolete ou trivial.;;;
* Effectuer une analyse de recherche en texte integral sur une recherche elastique avec des methodes predefinies qui peuvent marquer comme (PII) des informations personnellement identifiables (numeros de securite sociale, adresses, noms, etc.) frequemment ciblees lors de cyber-attaques.;;;
Outils et technologies : Python, Flask, Elastic Search, Kibana;;;
;;;
PLATEFORME D'ANALYSE DE FRAUDE;;;
Plateforme d'analyse de la fraude et d'enquete pour examiner tous les cas d'alerte.;;;
• FAP est une plateforme d'analyse et d'enquete sur la fraude avec un gestionnaire de cas integre et une suite d'analyses pour divers systemes ERP.;;;
